unique_id,citation_context,citation_class_label,predicted_classes,non_cleaned_prediction
P10-2059_3,The Praat tool was used ( @@CITATION@@ ) .,USES,,"the sentence ""the praat tool was used"" can be categorized"
J06-2002_22,"2 The reader is asked to focus on any reasonable size measurement , for example , the maximal horizontal or vertical distance , or some combination of dimensions ( @@CITATION@@ ; also Section 8.1 of the present article ) .",BACKGROUND,,"when analyzing objects, shapes, patterns, or designs within an image"
W03-0806_12,"The implementation has been inspired by experience in extracting information from very large corpora ( Curran and Moens , 2002 ) and performing experiments on maximum entropy sequence tagging ( @@CITATION@@ ; Clark et al. , 2003 ) .",MOTIVATION,,"the classification for the given text could be ""natural language processing"
W06-1639_32,"Default parameters were used , although experimentation with different parameter settings is an important direction for future work ( Daelemans and Hoste , 2002 ; @@CITATION@@ ) .",FUTURE,FUTURE,"class: potentialimprovementsandfutureresearch

ex"
K15-1002_10,Our work is inspired by the latent left-linking model in @@CITATION@@ and the ILP formulation from Chang et al. ( 2011 ) .,USES,,our approach draws inspiration from the concepts of the latent left
W06-3309_22,"Furthermore , the availability of rich ontological resources , in the form of the Unified Medical Language System ( UMLS ) ( Lindberg et al. , 1993 ) , and the availability of software that leverages this knowledge -- MetaMap ( Aronson , 2001 ) for concept identification and SemRep ( @@CITATION@@ ) for relation extraction -- provide a foundation for studying the role of semantics in various tasks .",BACKGROUND,,"further, the availability of rich ontological resources, such as the"
J00-2001_11,"The names given to the components vary ; they have been called `` strategic '' and `` tactical '' components ( e.g. , McKeown 1985 ; Thompson 1977 ; Danlos 1987 ) 1 , `` planning '' and `` realization '' ( e.g. , McDonald 1983 ; @@CITATION@@a ) , or simply `` what to say '' versus `` how to say it '' ( e.g. , Danlos 1987 ; Reithinger 1990 ) .",BACKGROUND,,"the text refers to two different aspects of communication, often used in public"
P10-4003_2,"Over the last decade there has been a lot of interest in developing tutorial dialogue systems that understand student explanations ( Jordan et al. , 2006 ; Graesser et al. , 1999 ; Aleven et al. , 2001 ; @@CITATION@@ ; Nielsen et al. , 2008 ; VanLehn et al. , 2007 ) , because high percentages of selfexplanation and student contentful talk are known to be correlated with better learning in humanhuman tutoring ( Chi et al. , 1994 ; Litman et al. , 2009 ; Purandare and Litman , 2008 ; Steinhauser et al. , 2007 ) .",BACKGROUND,,"over the last decade, there has been a significant focus on design"
P10-4003_1,We use the TRIPS dialogue parser ( @@CITATION@@ ) to parse the utterances .,USES,,"the class for ""trips dialogue parser (@@cit"
J09-4010_33,"In order to address these limitations in a practical way , we conducted a small user study where we asked four judges ( graduate students from the Faculty of Information Technology at Monash University ) to assess the responses generated by our system ( @@CITATION@@a ) .",USES,,title: addressing limitations through user study evaluation of response
W00-1017_13,"The understanding module utilizes ISSS ( Incremental Significant-utterance Sequence Search ) ( @@CITATION@@b ) , which is an integrated parsing and discourse processing method .",USES,,"class: textanalysis
attributes/fields:
1. utter"
W01-1510_20,"We applied our system to the XTAG English grammar ( The XTAG Research @@CITATION@@ ) 3 , which is a large-scale FB-LTAG grammar for English .",USES,,"this text refers to applying a system, likely some kind of computational model"
P11-1134_34,"After the extraction , pruning techniques ( @@CITATION@@ ) can be applied to increase the precision of the extracted paraphrases .",BACKGROUND,,paraphrase identification and extraction are crucial tasks in natural
D09-1053_1,"In this paper , we extend two classes of model adaptation methods ( i.e. , model interpolation and error-driven learning ) , which have been well studied in statistical language modeling for speech and natural language applications ( e.g. , @@CITATION@@ ; Bellegarda , 2004 ; Gao et al. , 2006 ) , to ranking models for Web search applications .",BACKGROUND,,"in this paper, we extend two classes of model adaptation methods - namely"
W03-0806_11,GATE goes beyond earlier systems by using a component-based infrastructure ( @@CITATION@@ ) which the GUI is built on top of .,BACKGROUND,,"the gate system, which stands for general architecture for text engineering,"
J91-2003_47,"Since sentences can refer to events described by other sentences , we may need also a quotation operator ; @@CITATION@@ describes how first order logic can be augmented with such an operator .",BACKGROUND,,"in the context of natural language processing and computational linguistics, it is"
P10-4003_6,"The system uses a knowledge base implemented in the KM representation language ( Clark and Porter , 1999 ; @@CITATION@@ ) to represent the state of the world .",USES,,"class: knowledgebaserepresentation

in the provided sentence,"
W11-0218_12,A possible future direction would be to compare the query string to retrieved results using a method similar to that of @@CITATION@@ .,FUTURE,,"class queryresultcomparison:
    def __init__(self,"
J97-4003_35,description-level lexical rules ( DLRs ; @@CITATION@@ ) .5 2.2.1 Meta-Level Lexical Rules .,BACKGROUND,,title: description-level lexical rules (dlrs)
J03-3004_27,"All EBMT systems , from the initial proposal by @@CITATION@@ to the recent collection of Carl and Way ( 2003 ) , are premised on the availability of subsentential alignments derived from the input bitext .",BACKGROUND,,the class for this statement can be categorized under natural language processing
J91-2003_30,"The necessity of this kind of merging of arguments has been recognized before : Charniak and McDermott ( 1985 ) call it abductive unification/matching , @@CITATION@@ , 1979 ) refers to such operations using the terms knitting or petty conversational implicature .",BACKGROUND,,this statement is from a research paper that discusses previous works related to
J97-4003_27,"In a number of proposals , lexical generalizations are captured using lexical underspecification ( Kathol 1994 ; @@CITATION@@ ;",COMPARES_CONTRASTS,,lexical underspecification is a method used to represent linguistic
P07-1068_5,"These keywords are potentially useful features because some of them are subclasses of the ACE SCs shown in the left column of Table 1 , while others appear to be correlated with these ACE SCs .2 ( 6 ) INDUCED CLASS : Since the first-sense heuristic used in the previous feature may not be accurate in capturing the SC of an NP , we employ a corpusbased method for inducing SCs that is motivated by research in lexical semantics ( e.g. , @@CITATION@@ ) .",MOTIVATION,,these keywords serve as valuable features due to their relationship with ace sem
J91-2003_1,Other psycholing-uistic studies that confirm the validity of paragraph units can be found in @@CITATION@@ and Haberlandt et al. ( 1980 ) .,BACKGROUND,,the use of paragraphs as a unit of meaning is a widely recognized
E03-1002_4,"The bottom panel of table 1 lists the results for the chosen lexicalized model ( SSN-Freq > 200 ) and five recent statistical parsers ( Ratnaparkhi , 1999 ; Collins , 1999 ; Charniak , 2000 ; Collins , 2000 ; @@CITATION@@ ) .",COMPARES_CONTRASTS,,the bottom panel of table 1 shows the performance comparison between a lex
D09-1056_18,"Nevertheless , the full document text is present in most systems , sometimes as the only feature ( Sugiyama and Okumura , 2007 ) and sometimes in combination with others see for instance ( Chen and Martin , 2007 ; @@CITATION@@ ) - .",BACKGROUND,,the class of this text appears to be related to a technical or academic
P00-1007_28,"In a similar vain to @@CITATION@@ and Buchholz et al. ( 1999 ) , the method extends an existing flat shallow-parsing method to handle composite structures .",FUTURE,,"this statement appears to be from an academic or technical research paper, referencing"
P07-1068_6,"As a result , researchers have re-adopted the once-popular knowledge-rich approach , investigating a variety of semantic knowledge sources for common noun resolution , such as the semantic relations between two NPs ( e.g. , @@CITATION@@ ) , their semantic similarity as computed using WordNet ( e.g. , Poesio et al. ( 2004 ) ) or Wikipedia ( Ponzetto and Strube , 2006 ) , and the contextual role played by an NP ( see Bean and Riloff ( 2004 ) ) .",BACKGROUND,,class: natural language processing (nlp) and computational l
P08-1101_23,"We built a two-stage baseline system , using the perceptron segmentation model from our previous work ( @@CITATION@@ ) and the perceptron POS tagging model from Collins ( 2002 ) .",EXTENDS,,title: evaluating two-stage baseline system with percept
J07-1005_3,"Note that although our current system uses MeSH headings assigned by human indexers , manually assigned terms can be replaced with automatic processing if needed ( @@CITATION@@ ) .",FUTURE,,class: medical subject headings (mesh) in the context
W02-0309_11,"Furthermore , medical terminology is characterized by a typical mix of Latin and Greek roots with the corresponding host language ( e.g. , German ) , often referred to as neo-classical compounding ( @@CITATION@@ ) .",BACKGROUND,,"medical terminology consists of complex words derived from ancient greek, latin,"
J12-4003_8,"Previously ( @@CITATION@@ ) , we assessed the importance of various implicit argument feature groups by conducting feature ablation tests .",EXTENDS,,the study mentioned involved evaluating the impact of different implicit argument features on
D10-1052_31,"To model d ( FWi â 1 , S â T ) , d ( FWi +1 , S â T ) , i.e. whether Li , S â T and Ri , S â T extend beyond the neighboring function word phrase pairs , we utilize the pairwise dominance model of @@CITATION@@ .",USES,,to analyze the relationship between fwi-1 (fw-
J91-2003_53,"For instance , @@CITATION@@ , p. 8 ) says that the sentence `` Reagan thinks bananas , '' which is otherwise strange , is in fact acceptable if it occurs as an answer to the question `` What is Kissinger 's favorite fruit ? ''",MOTIVATION,,"class: pragmatics, specifically focusing on contextual meaning"
D08-1034_2,Semantic Role labeling ( SRL ) was first defined in @@CITATION@@ .,BACKGROUND,,"the task of semantic role labeling, also known as shallow semantic"
W06-2807_6,AJAX function lets the communication works asyncronously between a client and a server through a set of messages based on HTTP protocol and XML ( @@CITATION@@ ) .,BACKGROUND,,"class ajax {
    constructor() {
        // constructor to"
J01-4001_6,"The inclusion of the coreference task in the Sixth and Seventh Message Understanding Conferences ( MUC-6 and MUC-7 ) gave a considerable impetus to the development of coreference resolution algorithms and systems , such as those described in Baldwin et al. ( 1995 ) , Gaizauskas and Humphreys ( 1996 ) , and @@CITATION@@ .",BACKGROUND,,the incorporation of a coreference task into the sixth and se
P97-1063_27,"The most detailed evaluation of link tokens to date was performed by ( @@CITATION@@ ) , who trained Brown et al. 's Model 2 on 74 million words of the Canadian Hansards .",COMPARES_CONTRASTS,,the most detailed evaluation of link tokens to date was conducted by researchers
E03-1002_7,"Log-linear models have proved successful in a wide variety of applications , and are the inspiration behind one of the best current statistical parsers ( @@CITATION@@ ) .",COMPARES_CONTRASTS,,class: natural language processing (nlp) and statistical machine
J00-3001_2,"While we have observed reasonable results with both G2 and Fisher 's exact test , we have not yet discussed how these results compare to the results that can be obtained with a technique commonly used in corpus linguistics based on the mutual information ( MI ) measure ( @@CITATION@@ ) :",BACKGROUND,,"both the chi-squared test, which includes g2 and fish"
W02-0309_1,"Morphological alterations of a search term have a negative impact on the recall performance of an information retrieval ( IR ) system ( @@CITATION@@ ; J Â¨ appinen and Niemist Â¨ o , 1988 ; Kraaij and Pohlmann , 1996 ) , since they preclude a direct match between the search term proper and its morphological variants in the documents to be retrieved .",BACKGROUND,,"the class of this statement is ""information retrieval"" or more specifically"
W04-0910_21,"For shuffling paraphrases , french alternations are partially described in ( @@CITATION@@ ) and a resource is available which describes alternation and the mapping verbs/alternations for roughly 1 700 verbs .",BACKGROUND,,shuffling paraphrases refers to rearranging words or
N04-2004_24,"A more recent approach , advocated by Rappaport Hovav and Levin ( 1998 ) , describes a basic set of event templates corresponding to Vendler 's event classes ( @@CITATION@@ ) : ( 3 ) a. [ x ACT <MANNER> ] ( activity ) b. [ x <STATE> ] ( state ) c. [ BECOME [ x <STATE> ] ] ( achievement ) d. [ x CAUSE [ BECOME [ x <STATE> ] ] ] ( accomplishment )",BACKGROUND,,the approach by rappaport hovav and levin (
J03-3004_35,@@CITATION@@ combines lexical and dependency mappings to form his generalizations .,BACKGROUND,,"in the realm of linguistics, combining both lexical (word"
W04-0910_8,"Thus for instance , ( Copestake and Flickinger , 2000 ; @@CITATION@@ ) describes a Head Driven Phrase Structure Grammar ( HPSG ) which supports the parallel construction of a phrase structure ( or derived ) tree and of a semantic representation and ( Dalrymple , 1999 ) show how to equip Lexical Functional grammar ( LFG ) with a glue semantics .",BACKGROUND,,"class: computational semantics

the topics mentioned in the sentence"
D10-1052_30,"The reordering models we describe follow our previous work using function word models for translation ( Setiawan et al. , 2007 ; @@CITATION@@ ) .",EXTENDS,,the paper proposes novel approaches to sentence structure prediction that build upon the
E03-1005_50,"And Collins ( 2000 ) argues for `` keeping track of counts of arbitrary fragments within parse trees '' , which has indeed been carried out in @@CITATION@@ who use exactly the same set of ( all ) tree fragments as proposed in Bod ( 1992 ) .",MOTIVATION,,the paper presents a computational approach to syntactic analysis by leveraging
