unique_id,citation_context,citation_class_label,predicted_classes
3d7251993f61009cd4df26e5bef6c4fb7ee7ac4b>f456ce411f0e83ad2e4c2cadb68918406b2bb355_1,"Removal of androgens by castration results in thymus enlargement, whereas androgen replacement accelerates CD4 CD8 thymocyte apoptosis (@@CITATION@@; Dulos and Bagchus, 2001).",background information,results comparison
c205bb07693aa921b3426041c5cfefefac531147>427387a9fbe2eece056ba0190e6212c91128aa16_0,"In addition, this study is also consistent with the results of the Colleoni et al @@CITATION@@ that more vessel invasions and HER2 overexpresed tumors were more frequently found in breast cancer occurred in patients of young age.",results comparison,background information
534ec38aebe630aedab7c419ef74629a40c90f17>2eb2b96d036dc86dc029babd3ed37ec0625c9d96_0,"(ii) Velocity dependence of the sliding stress σs: For various types of such rough/rough multicontact interfaces (polymer glasses [2], rocks @@CITATION@@, paper [6]) the analysis of the sliding dynamics has led to conclude that, for ẋ typically in the 1–100 μm.",background information,results comparison
24cc552089a81cbaa9fa05b0ad73c0e828bfa52a>5f2b3677fdbaa6e843401b5838ad9b1d8f927d0e_2,"Over the past nearly 2 decades, Anaplasma and Ehrlichia species have emerged as major causes of tick-transmitted diseases of humans and animals worldwide and are significant causes of human morbidity in the United States @@CITATION@@.",background information,background information
ed097a708b9fea355ce7ff8249e9a120ba55795a>689826f096e33d8ad004ff7602c5ad414082f403_0,"Methods such as SBDS @@CITATION@@ avoid this problem but adding constraints to a model does not, so measuring the search effort to find a solution would not be a meaningful way of evaluating the new encoding.",method,method
3fa960ca4f2ba74ba1e708118dd4834d88c73ae2>7ce462fc78720202440da1c1c35fe446bca0ebdb_0,"@@CITATION@@ support this idea: only patients with DGF requiring more than one-time dialysis had an increased risk for death, lower renal function and higher incidence of acute rejections during the first perioperative year.",background information,method
2b27fd7fd3df3b3548e3db9e968276bb1526b0ab>8d92f8682282163c7d0add6f4be7233231cb9e6d_0,"…cortex, which is involved in taste pleasantness (Grabenhorst and Rolls, 2008), was more activated with sucrose stimulation than with quinine stimulation, which suggests a higher activation in this brain region with pleasant vs. unpleasant stimulation (Small et al., 2003; @@CITATION@@).",background information,results comparison
3b676b4fb8b0af83f3949c73e4de4065e50a8654>eea5b344ad6fbb4854aa7a24a137d93054a69ba5_1,"Activation of 7- nAChRs by prolonged exposure to nicotine is known to alter gene transcription (Chang and Berg, 2001; Dajas-Bailador and Wonnacott, 2004), and signaling through 7-nAChRs on hippocampal neurons has been shown to activate the transcription factor CREB in a manner at least partly independent of @@CITATION@@ (Hu et al., 2002).",background information,results comparison
c50d614b89e084ccf8aa5b7b37c96a5b24237471>None_0,"This type of extensive calcification within the lungs was first described by @@CITATION@@ Biressi and Casassa (1956), Finkbiner, Decker, and Cooper (1957), Greenberg (1957), and Chinachoti and Tangchai (1957).",background information,background information
e4c986a9d0f738c753c7c17ba0f14af78d4a1546>7d6df9714c776cc175bee3a973242266398592e0_1,"In the lateral pyloric (LP) neuron of the lobster, IA slows the initial rate of depolarization of PIR responses, creating a ‘‘ramp-like’’ trajecto@@CITATION@@995a).",background information,method
233976cd2a9382286152a6ed45b70afe5810469e>5250431a76691c3c719391c8588eef9934e1457e_2,"In vitro studies have showed that Cd suppressed the viability of P. monodon haemocytes (@@CITATION@@; Xian et al. 2013), which could preliminarily explain the loss of haemocytes caused by environmental Cd. Oxidative stress is known to be a common toxic mechanism of heavy metals on organisms…",background information,results comparison
50f1c3e5a5d82fa99365f00497cd9167896dd091>10847bb1f6e63f5cef6116ed2a0fb7d3b0a7881b_1,Primers targeting RNase P/MRP 30 kDa subunit gene (RPP30; Gene ID: 10556; OMIM: 606115) were used for normalization (Appendix 1) @@CITATION@@.,method,results comparison
6b02b2f78bb043ca5705df6d3651a149d6f7d3ed>1c91621232315fc8e3d58129a6bd4334983912b4_0,"For both analyses, we first employ a Monte Carlo sampling technique for modeling the data @@CITATION@@.",method,background information
1a6d1abfcb16bbd07806927bfa7b3fab7e2c4d5e>ed321b9818cddf14f656d21435858face60f2ab4_0,The nuclear-targeted cameleon calcium sensor (@@CITATION@@) was excitedwith the argon ion 458-nm laser and imaged using emission filters 476 to 486 nm for CFP and 529 to 540 nm for YFP.,method,results comparison
b7ad30cfa9f1e852269a58c24214094c39986cbb>8c5aa932fd61255d677030cbf2fed8fcccfc77e6_0,"It has also been reported that monensin is more toxic to humanmonocytes in peripheral blood (@@CITATION@@) or mouse T cells in spleen preparations (Nylander and Kalies, 1999) resulting in lower viability after in vitro stimulation.",background information,results comparison
aa79271009d7a390c2b5d64511f6d528d43f5b8c>42a7ec717a5a8b16cd0b0bdb531a34f463c7bfa8_0,"Cobalamin is required for conversion of methylfolate to the active form tetrahydrofolate, which is required for DNA synthesis.@@CITATION@@ Therefore, severe hypocobalaminemia may result in decreased folate utilization.",background information,method
2a30826d26775c7b5167b9c5cceb492ca83ca492>2fcda810f3f43cd1aaeea04782ae4234cb61a3f8_3,Secondary structure match score between the predicted secondary structures from sequence by PSIPRED [29] and the actual secondary structures calculated from decoy by @@CITATION@@ [30].,method,method
18a7a2de54d998b524dc79e3b673f33d84fa257a>f319dfeca262df1919f211f0c1b5c99479cd4e5e_1,"This effect has been ascribed to relief from the inhibition of cell firing exerted by endogenous 5-HT at 5-HT1A receptors (Craven et al., 1994; @@CITATION@@; Corradetti et al., 1996; Fornal et al., 1996; Mundey et al., 1996), and the variability of responses likely results from different…",background information,results comparison
a5362071e0b77a518cbcd829019b91791cd75ab7>d99c11cf2503c97e492ff0133c0c201d6df7c55f_0,Intercept terms were excluded from these trivariate probit models to facilitate identification on latent scales (@@CITATION@@).,method,method
099255a4e8f3784f07e5129992369b06c1317fa0>ff599c9a2ac46df95bd417864039cc96d32bbc99_1,A multiple alignment of the hypervariable region of 95 18S rRNA gene sequences comprising selected and analysed sequences including the 18S rRNA gene of Cardiosporidium cionae was done using MUSCLE @@CITATION@@.,method,results comparison
e26309d3c9c6d5324b3a7b2f4d2d444daa7c598a>192a5af24f95a45c550c0ccabd4e468a5638b37e_0,"%) from Dianthus caryophyllus(@@CITATION@@), and a leucoanthocyanidin dioxygenase fromPerilla frutescens (29%, GenBank accession number AB003779).",method,results comparison
32f783b7f4771f754ddb7d4ac8c26688b25cf1c8>38f57995a5b7b37c041140c2c512dd36e2e93e38_1,"…Rosenhall, 1971; Hirokawa, 1978; Tanaka and Smith, 1978; Firbas and Mtiller, 1983; Tilney and Saunders, 1983; Chandler, 1984; &ring et al., 1985; @@CITATION@@; Counter Correspondence to: Geoffrey A. Manley, Institut ftir Zoologie der Technischen Universit&t Miinchen, Lichtenbergstrasse 4,…",background information,results comparison
0c99ee6d724355e13c2a1eb31ca4e66913a356ad>2e79b4a6066fe07d1641f94cd6e87e25da89883d_0,"Our study is among the first to evaluate both PIK3CA mutations and PTEN protein expression status in trastuzumab-treated patients, and it confirms the results of previous investigators that these two markers are involved in the development of resistance to trastuzumab @@CITATION@@3].",results comparison,background information
00981bef644c8d2900520d5c12bf3075fbaecf8c>aa1c5852de0a41832850b3c44fbbbb56258c452a_0,"Data for this matched-cohort study come from 3 Canadian administrative databases: @@CITATION@@ one large Canadian city’s child protection agency (CPA), (2) the public health insurance agency, and (3) the Ministry of Health and Social Services.",method,background information
946fe11c05f0a3f46593d0c6ad02e6e630e86a7c>4e244d95027403be54e2248eca310b3a57e43c14_1,The default synthetic voice that we used featured a well established corpus-based prosodic model [11] and the Mbrola synthesizer [12] with the Greek diphone database gr2 @@CITATION@@.,method,background information
e2462948c685ebdcfe56bc7d0d160ffb7a0e17dc>25373e779ab0a79a58d74cbf6111fcbd33e6e935_0,ERalpha is the predominant estrogen receptor in the VMH and is found in neurons throughout the rostrocaudal extent of this brain region @@CITATION@@.,background information,results comparison
49329075449cbd00fadf03e6f2efd63db85eda2d>8d25249e10b3bcb7ceca6157e9e9c6a7218854aa_0,"Despite the medical importance of lectins @@CITATION@@, little information is available about the transport pathway of lectins.",background information,background information
61d0d94aa8c4ef071ace3ed59f21fd9a5a87edfe>8f20977e398e5d931bd5ae1af15c426a78ef1d58_0,"Our results agreed with those of others (@@CITATION@@; Kovacs et al., 2003; Elford et al., 2004; Hammarberg & Tinney, 2006) in respect of donating embryos to another couple, which was the least frequently chosen alternative.",results comparison,results comparison
87a4d768e520169fc702ba2b3b0e1108ebbf92a9>None_0,Our results are consistent with tt-farnesol concentrations required to inhibit the growth of other fungi @@CITATION@@.,results comparison,method
7b77165449f9373448e4f081b7ef05430be8adf1>e24ecc909a8250a39c3a5a785cd19a4d5ab859d5_1,"The informants also knew that climate change contributes to the atmospheric condition resulting in health problems in the community (Lineman et al., 2015; Schuldt & Roh, 2014; @@CITATION@@; Zheng et al., 2012), in the case of CAD.",background information,background information
5a88c70e2cdd7a330edaf99636194b77d9b2d45c>6ab5a0fc80c7f564f70591251afd410d7035c8f4_6,"Midfielders and external defenders have been reported as the most efficient players when connecting teammates (@@CITATION@@; Duch et al., 2010; Malta and Travassos, 2014; Peña and Touchette, 2012).",background information,background information
de05594b78eadc33d410c29ed4f998ff75117098>873f2bc3ea78c28d5bdc6d7b568f6bc6b00b6e44_1,"Below roughly 5% in density, most of the final configurations are made of disconnected clusters and no gel is observed, in agreement with previous observations from simulations in 1CM systems @@CITATION@@.",results comparison,method
52329f446864211e0b58930bf4174f862abe84cc>None_0,Studies elsewhere have shown that goats with twins tend to yield significantly higher amounts of milk than goats with single kids (@@CITATION@@).,background information,results comparison
e9f05bfe64168341ef92877de83b6d054ab6bfc5>16ec74d99263859efd3ee5d2010d40ff16133847_1,"B16 cells were treated with @@CITATION@@1 (0, 20, 100, 200, 400 or 1000 pM) or activin A (0, 0.04, 0.2, 1, 2, 4 nM) for 24 h. Gene expression of E-cadherin was quantified by quantitative real-time RT-PCR (b).",method,background information
e2e0e45d0dd5e60d00bfa32d7ebc75b394b660f5>5fb960612d807f6342e76bb6103ac98c77f6caa9_0,"…allopathic effects of root exudates due to its high capacity to absorb organic compounds, which could thus alleviate the negative effects of allelochemicals and differentiate between their effect and that of resource depletion by neighbours (Callaway and Aschehoug 2000; @@CITATION@@).",method,background information
67af7acba05ca7b41cdc1d6f2852a478a18c80e0>93a885d639dc60ca84454a29cb31671a1d9303ef_0,The expression of this adhesion molecule extends from the suprabasal layer to the last viable layers of the epidermis @@CITATION@@.,background information,background information
d9a7f62b8e2e9732b377360476291363555e5363>48ee3c6d4f6c865b2f647f1337fc7f76fbf1f2cb_0,"Whilst lacking objective information to support what the clinician may be observing (@@CITATION@@), a bedside evaluation and management offers the clinician immediate feedback and allows the clinician to implement changes and modifications to the course of management as necessary (McCullough…",background information,results comparison
b25cdf3385bd298d222d02b84c94db1ac2710e95>c98db40b9cb9027e246c099e5ef39ea826ec7947_0,"The fi ndings of the present study agrees with Smith (1990a), @@CITATION@@ and Yi et al. (2005) who reported better body weight in broilers fed putrescine and L-glutamine.",results comparison,results comparison
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_3,"Neste contexto, @@CITATION@@ observaram uma relação entre baixa performance no TRSLG e atrofia do hipocampo esquerdo ao nível da região CA1, e Diamond et al. (2007) apontaram para a existência de uma relação entre o desempenho nesta prova e uma 86 Chapter I activação nos córtices temporal…",background information,background information
48d24a4c63f06b306636115311fa35061198ec83>3de03b9725894afb73d6d59a5e9f060ed4003dc7_3,", the result of a linear sum of the two UAW dilating muscles) or any other additional factors that may have affected the physiological outcome of stimulation: path of airflow, direction of tongue movement with respect to stimulation and even species @@CITATION@@.",background information,results comparison
8f1bbc37e1a0bef7724ca39362f58394b671ce15>35987c41a9a9595633bcd6305439ca6ba0608b15_0,"Bonequality is a function of its structural and material properties that are influenced by bone turnover.(@@CITATION@@) Because the preservation of bone mass and structure in old adynamic animals did not rescue the decrease in bonemechanical properties in advanced age, we hypothesized that bone quality deterioration must be in part attributed to compositional changes in aged adynamic animals.",background information,background information
23836ecb8f0f95e2597180f08e6aa315526d6ada>9d5be818eee8a8af41baaacd545ea919d730923e_0,"PhosphoCheY interacts with the switch complex at the base of flagellar motors to augment CW rotation (Smith et al., 1988; Barak and Eisenbach, 1992; @@CITATION@@).",background information,results comparison
9fde9046193ebc1763f392557c12aaaeecd7a8a1>e7cd26f0693ab3760cac19a755af1fdfd41a13ce_0,"Previous studies reported that the development of VZV infection was delayed to 1 year after HCT with 1 year of prophylaxis,(@@CITATION@@) and some investigators reported lower incidence rates of VZV infection after HCT with a prolonged duration of prophylaxis.",background information,method
bc5e27bedb3e972e6c0c73defe3ecadad3386ab9>42acc0d17caae5db1e15f07d992733913ad60ac1_0,"For example, such homology has assisted in the identification and dissection of regulatory sequences for wnt genes, neurogenin, nestin and Ddx in the nervous system (Helms et al., 2000; @@CITATION@@; Rowitch et al., 1998; Zerucha et al., 2000).",background information,results comparison
b7eccbd32852d7aa342c820df745b5cd6cbc00c7>1efb6d4b033492ec257f9b1c600915a09a368613_5,"flavour schemes, in the context of Higgs production in association with bottom quarks @@CITATION@@, and Higgs and single-top associated production [32].",background information,background information
ad5d0c0d9865a6def2d483a28c822c33f905b180>3f4bfd3ec3898a8220cbaa06b34e41d3e2c7a524_4,"…of FA in adipose tissue re¯ects habitual dietary intake because of its relatively long half-life, the composition of FA in serum or plasma has also been demonstrated to be a biomarker of marine origin n-3 PUFA (Ma et al, 1995; Leaf et al, 1995; Han et al, 1995;@@CITATION@@9).",background information,method
e5c60fb421a14d14f8b54def923ef8116b21e367>13d5774a6af3126dd533fd0db7dce5e309787bf1_0,"In cases where clinically genotyped HLA haplotyping calls were not available, we used in silico HLA typing by HLAminer (version 1) @@CITATION@@ or by Athlates [25].",method,method
98c0ae6174d6d8de356eba42d0d71d59265abb4e>bd58b63502a29814e30e0ad0bb8f66cf0a999ad2_2,…P. opisthomelas cyt b AY219976 BMNH 1949.64.56 Baja California Austin et al. (2004) 13 P. opisthomelas cyt b AF076087 PUFOPIS-1 Baja California @@CITATION@@ 14 P. opisthomelas COI KP938305 CNAV 19957 Baja California This study 15 P. opisthomelas COI KP938306 CNAVE 20101 Baja…,method,method
e2b6c8b3aaa3708358324da5196a3f726011ce68>062adc05afa92b611bfc4320c2e2f2ea938a7aa4_0,"Immediately after the meal ingestion, serial images showing the distribution of the ingested radioactivity over the anterior views of the abdomen were taken every 5 min for the first 30 min and thereafter every 10 min for 180 min, according to a protocol described by others @@CITATION@@.",method,method
5493873286c907648c597cf4e7655e5ef1ea4e66>54d5e89e935bf11ce521525e5a5db0154562fe76_3,"…activity Previous studies have shown that cyclosporin A and tacrolimus inhibit the membrane depolarization-induced transcriptional activity of the CRE and the GAL4-CREB transcriptional activity induced by cAMP plus membrane depolarization (Schwaninger et al., 1993a; 1995; @@CITATION@@).",background information,method
5b9fc5466145f77b68359bfbd34b798cd8c4b461>74be22f661e0fb97b0d791ff467872ca22276d03_1,"Dispersal, namely the movement of organisms across spaces, is a fundamental process that can result in interactions between 2 connected communities @@CITATION@@.",background information,results comparison
4badc670d031f31d1afbcaa00aa751c231c0804c>a30c93be15964148248178aece7b76f1aab12edd_0,Swimming near storm drains increases the risk of respiratory and gastrointestinal illness (@@CITATION@@).,background information,results comparison
5f58f43238da74472c9f89298776b38fd9061a05>ab547be1e1d81d912371cf8fd3b78ac6c2feea3a_1,"These images are very similar with those obtained by previous researchers (@@CITATION@@; DomínguezManzano et al. 2012), who studied the biofilm architecture on the skin surface of Spanish-style processed Gordal and Manzanilla green olives.",method,results comparison
caa7370c4d04a4564f0a8a7d0bd809acf458cea2>77bd00c160d3b365200f3d221c70f7074db13f32_0,3.(@@CITATION@@) Line effects influenced the duodenal mRNA level for each of these genes (Supplemental Table S3).,background information,background information
3aee745e995d35932161902ae63659f513fc702b>824a17dddedb7a5d757d6f1c542d0bf9e4ed9171_0,"Central serotonin (5-HT) depletion induced by electrolytic lesions as well as 5,7- dihydroxytryptamine (5,7-DHT) lesions to the medial raphe nucleus attenuate LI (Asin et al. 1980; @@CITATION@@; Solomon et al. 1980).",method,results comparison
7537d04a2d50b34694dcd6cf5ba0730a80aac153>c344f4fbe8289dd4c71b8284477c0b3c74322420_5,"…born between 1974 and 1988; and (3) at least one twin met criteria for a lifetime diagnoses of DSM-III-R alcohol dependence (for COA) or drug dependence (for TAP) (as determined by the HDS; @@CITATION@@), or both twins were part of a random sample of non-substance dependent control pairs.",background information,background information
62a0be0198ecf608c76d443550cce37e4a4bbabd>c7ed272b3940ee82d18cf466d88f21890a4283fa_0,"Geneexpression-based classifiers have been frequently explored in recent years for several pathologic conditions, and resulted in FDA-approved diagnostics for early breast cancer (@@CITATION@@).",background information,method
6af9ab92996d9219e2dfa03a147446bc046a2424>a63ed876f239c13fad3ca1f02551f19722719bfd_0,"Although the requirement of membrane cholesterol for ligand binding to 5-HT1A receptors [23], and other G-protein-coupled receptors @@CITATION@@ has been demonstrated earlier, the present results constitute the first observation where the availability of free cholesterol rather than its mere physical presence in the membrane is essential for receptor function.",results comparison,method
784b00bdfc49b0087ce54e66d699c34347b20666>4225dfa405d34e75b8f0fdd974b1fabc7acd3ed2_0,"@@CITATION@@ detected no significant difference in total IGF1 between lean and obese individuals, but showed a higher free IGF1 concentration in the obese group.",background information,results comparison
b9345b9e0371dd33002660645da191c600276157>4a261ec504342b6cad5cf4599f81859297dc4a9b_1,"Mechanistically, the assembly appears to be initiated by the liberation of the QNS side chains from intra-molecular hydrogen bonding to form inter-molecular “hydrogen bonds/steric zippers” as previously proposed @@CITATION@@.",background information,method
94e2059d17cd0f3b592172c2e640e9504af96463>f416a5264d03205441e80ca68210923cf014322f_0,most existing reports of pCR in pancreatic cancer involve chemoradiation rather than chemotherapy alone @@CITATION@@.,background information,results comparison
cb17d7a8e99612464a67dbde30e7703869ef6549>fd0e509cfdc0616e4d8cb960a017590a7fb1ed01_0,"It has also been found to map reliably onto the EQ-5D scale, a five-dimension health status indicator that is commonly used in generating the preference weightings needed to construct QALYs and other similar measures (Brazier and Roberts, 2004; Lawrence and Fleishman, 2004; @@CITATION@@).",background information,background information
a8631ba39f7b793821f3826561c75c8760c63ecc>8171e6651c80359e878f31d290825064a7430c9c_0,Some strategies have been proposed adjusting the decision tree induction to be more sensitive to imbalanced class distribution @@CITATION@@:,background information,results comparison
bf1ae4a6c3581abd1e53123d67c1f0b39d1adcb5>bbdf0fe2cdddfa342e88a739f0a8f206e2ffc7bd_0,The first two data layers were based on 30-year averages from Climate Forecast System Reanalysis (CFSR) data @@CITATION@@ at a 10 km resolution produced by a weather services company (ZedX inc.,method,background information
0ee44253e53520665811e5ed45b8a666f7c5f242>b5e3220451f41a55d4eb3790414bf46dad2175b4_0,As part of our work on the back-end RDF annotation store we have developed a version control system for RDF triple stores that is designed to support these operations on annotation data @@CITATION@@.,method,method
f38b01d29f5b5481a194e98ae4c47ef94602a726>078787584686f08cbafe69daff17baa0f34b8c78_0,"Screening approaches alone can help uncover undetected VRE colonisations and identify potential patient reservoirs early in order to prevent transmission of VRE within a bundle of infection control strategies, while the application of infection control measures as hand hygiene and contact precautions has more significant effect on terminating VRE transmissions @@CITATION@@.",background information,method
309efd30420ea7a1f90aa1dea4210268cf574ddf>4f33ea536ef4891a1eec60a4b332610384bf5efb_3,"Following differential detection, the sampled sequences are passed to a MAP detector implementing sliding-window-based Bahl-Cocke-Jelinek-Raviv (BCJR) algorithm, in short SW-BCJR-MAP @@CITATION@@.",method,method
d4992c555d8776f4421733da46c2f43e2259cb6f>a3c9f9fef02fd3b5cbadd85affab87f1da60ee3a_0,"Following recovery and 1 month of mood stability (defined by mean scores of < 7 and <  10 on the 17-item and 25-item versions of the@@CITATION@@e (Hamilton 1960; Thase et al. 1992), respectively, and mean score of <  7 on the BechRafaelsen Mania Scale (Bech et al. 1979, for a period of 4 weeks) patients enter in the preventative phase and are again randomized to either IPSRT or CM for maintenance treatment.",method,background information
e859901bcf192e4e815497c6f2f49a8a622bfec6>27187209cc98884056c2e0e8e066d848ebab20d0_0,"Also, indirect immunofluorescence microscopy @@CITATION@@ confirmed that bullous pemphigoid antigen was located at the epidermal side of the suction blister [13] (results not shown).",method,results comparison
113b4f1298503b76d357ce980cdc1e79d3ff4554>e7fa2e1587ff7f4c9ba625cf24efc277273efe1b_5,"Nonetheless, the grand average across all subjects showed an increase during LOC in the theta, alpha, beta and gamma bands and a decrease in the delta band (significance not tested for here), reconfirming the groupaverage analysis in @@CITATION@@.",results comparison,method
3b6fce00a747ffaa22a67b334f733c9f40bff561>846066f8b6cefd92169d860e14bf60d9167d072a_1,"When lymph node follicular B-cells encounter antigen and T-cell help, this results in germinal center formation @@CITATION@@.",background information,background information
ce5e430e19f894ee9193924b95c89a150d0c5341>2d3cadd1db1d054d18da0f6267a888ca9dcd7519_3,+ 2ρ2s √ β2P2Q+Q+ND B = β1P1 + β2P2 + 2ρ1s √ β1P1Q+ 2ρ2s √ β2P2Q + Q+ND where ′b′ follows from @@CITATION@@.,background information,background information
3473e196dd5e9c1f0d984e8f0dd57453ed836ca5>3f3572aba6402adfe1731ffa3f469d6b002a457e_0,"Nevertheless, immunoglobulin light chains must exit cells in order to circulate freely: in this context, it is of great interest to consider the role of CD138 involved in exosome biogenesis, as these cargo containing vesicles seem to promote cancer development as well as other pathological conditions @@CITATION@@.",background information,method
d11ec3e6af01ff7a68fbbdaadcf332c61f37ec6e>70ffd7eda721c8302fcb9b56fee03bf72c74d9d7_1,"In the paper of @@CITATION@@, treatment of normally-nourished (iron-rich diet) rats with bisphenol A (bisA, a well-known xenoestrogen) resulted in iron deficiency with a concomitant decrease in antioxidant enzyme activity and increased effect of lipid peroxidation.",background information,background information
c9b572824e9712479601129657c0a6920a3ac36c>cf0c154e875c89b802ed1982e16f80234801498a_0,"Functional redundacy between paralogs and non-paralogs has been established through the analysis of double mutants and trans-heterozygotes (Davis et al., 1995; Favier et al., 1996; Fromental-Ramain et al., 1996; @@CITATION@@).",background information,background information
9e23f0152fbe74f7b950e2de3015e70fbd2f7ef5>72d89701ddc89a57c6744e6bf7c457ce0a9d7130_0,"As expected for controls, the transcriptional factors ASYMMETRIC LEAVES1 (AS1) and AS2 show a positive binding activity, as has been previously reported by @@CITATION@@ and two empty vectors or combinations of one empty vector with one AtNAP1-expressing vector (excepting AtNAP1;4) do not show positive results.",results comparison,method
b8ce20a63de6142b59228e1d22b21e052c5de375>b3a3656ba09ecfc691b631e8b6e0c09ffad26f64_0,"IL-10 has the capacity to inhibit macrophage cytokine production (34), Ag presentation @@CITATION@@, Ag-specific T cell proliferation, and type 1 cytokine production (36, 37).",background information,method
fb0a70a9f3ba0041076b7fdd7ef78cf278bb55d4>05607aa6dc0d394e9689d1967439e77a0dbbb824_0,The Chinese version of AFI was translated by Chiu [27] and has been used in 116 Taiwanese outpatients with memory disorders with satisfactory internal consistency reliability and construct validity @@CITATION@@.,method,results comparison
a3c0752fad05aae8dc2dc62c54718235437ee38e>7e99cc9c25b03603fc3d0e625aeb2a72055ccb4a_0,"Dual-specificity phosphatases 14 (DUSP14) is an ubiquitously expressed phosphatase (8), containing a highly conserved C-terminal catalytic domain that confers its phosphatase activity @@CITATION@@.",background information,method
2fa56db653ebfd147eeba96f5fd48d7f16782204>c8799fe4030518b9b80740e0b4548c46407e5b0f_0,"For GP60 analysis, PCR products were purified using the QIAquick PCR purification kit (Qiagen, @@CITATION@@) and sequenced (GATC Biotech AG, Germany).",method,method
1581148308d4aac3f8d9e80b992a205d703d01a1>14a329d98589002859c2b77e7c275d290736d34c_3,"For adolescents, harmful neurocognitive effects of heavy drinking appear to persist even after extended periods of reduced or halted use (Tapert et al., 2002; Tapert and Brown, 2000; @@CITATION@@).",background information,background information
0ad950d03e0fa316351963ef7171de5e255664c6>18c2624197cf5266df80dc6aea123597b19c9361_0,"Once a home base is established, paths of progression in the environment converge upon it (@@CITATION@@; Geyer et al. 1986) and round trips in the environment are performed with a typical structure of a limited number of stops (Golani et al. 1993) and specific kinematics (Drai and Golani 2001;…",background information,method
57ab985c83430b9e5c529d1ed69d20fa62761ca7>77b8fe2cabaa94c2fa29a45328fd3971b96dafb1_6,"Pdyn transcription after chronic exposure to ethanol was increased in the HPT (67, 146), decreased in the HPC (300), and unchanged in the @@CITATION@@ (84, 237), Tu (84), and anterior pituitary (301).",method,background information
9c052817001b02e5619c3636443e1f525fdcd86a>a5e6bf36c9649837f04cc6c59f04c90c0e928f6c_1,"If diagnostic fertiloscopies and fertiloscopies with ovarian drilling were analysed separately, the learning curve seems to be even shorter and length of surgery becomes comparable after the first 20 procedures, which is equal to or shorter compared with the learning curves of conventional laparoscopic procedures @@CITATION@@.",background information,results comparison
